altura,id,nombre,peso,tipo,url_de_imagen
0.6 m,585,Deerling,19.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/585.png
1.9 m,586,Sawsbuck,92.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/586.png
0.4 m,587,Emolga,5 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/587.png
0.5 m,588,Karrablast,5.9 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/588.png
1 m,589,Escavalier,33 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/589.png
0.2 m,590,Foongus,1 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/590.png
0.6 m,591,Amoonguss,10.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/591.png
1.2 m,592,Frillish,33 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/592.png
2.2 m,593,Jellicent,135 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/593.png
1.2 m,594,Alomomola,31.6 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/594.png
0.1 m,595,Joltik,0.6 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/595.png
0.8 m,596,Galvantula,14.3 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/596.png
0.6 m,597,Ferroseed,18.8 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/597.png
1 m,598,Ferrothorn,110 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/598.png
0.3 m,599,Klink,21 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/599.png
0.6 m,600,Klang,51 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/600.png
0.6 m,601,Klinklang,81 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/601.png
0.2 m,602,Tynamo,0.3 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/602.png
1.2 m,603,Eelektrik,22 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/603.png
2.1 m,604,Eelektross,80.5 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/604.png
0.5 m,605,Elgyem,9 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/605.png
1 m,606,Beheeyem,34.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/606.png
0.3 m,607,Litwick,3.1 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/607.png
0.6 m,608,Lampent,13 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/608.png
1 m,609,Chandelure,34.3 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/609.png
0.6 m,610,Axew,18 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/610.png
1 m,611,Fraxure,36 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/611.png
1.8 m,612,Haxorus,105.5 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/612.png
0.5 m,613,Cubchoo,8.5 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/613.png
2.6 m,614,Beartic,260 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/614.png
1.1 m,615,Cryogonal,148 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/615.png
0.4 m,616,Shelmet,7.7 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/616.png
0.8 m,617,Accelgor,25.3 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/617.png
0.7 m,618,Stunfisk,11 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/618.png
0.9 m,619,Mienfoo,20 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/619.png
1.4 m,620,Mienshao,35.5 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/620.png
1.6 m,621,Druddigon,139 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/621.png
1 m,622,Golett,92 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/622.png
2.8 m,623,Golurk,330 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/623.png
0.5 m,624,Pawniard,10.2 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/624.png
1.6 m,625,Bisharp,70 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/625.png
1.6 m,626,Bouffalant,94.6 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/626.png
0.5 m,627,Rufflet,10.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/627.png
1.5 m,628,Braviary,41 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/628.png
0.5 m,629,Vullaby,9 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/629.png
1.2 m,630,Mandibuzz,39.5 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/630.png
1.4 m,631,Heatmor,58 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/631.png
0.3 m,632,Durant,33 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/632.png
0.8 m,633,Deino,17.3 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/633.png
1.4 m,634,Zweilous,50 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/634.png
1.8 m,635,Hydreigon,160 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/635.png
1.1 m,636,Larvesta,28.8 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/636.png
1.6 m,637,Volcarona,46 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/637.png
2.1 m,638,Cobalion,250 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/638.png
1.9 m,639,Terrakion,260 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/639.png
2 m,640,Virizion,200 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/640.png
1.5 m,641,Tornadus,63 kg,Flying,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/641.png
1.5 m,642,Thundurus,61 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/642.png
3.2 m,643,Reshiram,330 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/643.png
2.9 m,644,Zekrom,345 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/644.png
1.5 m,645,Landorus,68 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/645.png
3 m,646,Kyurem,325 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/646.png
1.4 m,647,Keldeo,48.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/647.png
0.6 m,648,Meloetta,6.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/648.png
1.5 m,649,Genesect,82.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/649.png
0.4 m,650,Chespin,9 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/650.png
0.7 m,651,Quilladin,29 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/651.png
1.6 m,652,Chesnaught,90 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/652.png
0.4 m,653,Fennekin,9.4 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/653.png
1 m,654,Braixen,14.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/654.png
1.5 m,655,Delphox,39 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/655.png
0.3 m,656,Froakie,7 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/656.png
0.6 m,657,Frogadier,10.9 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/657.png
1.5 m,658,Greninja,40 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/658.png
0.4 m,659,Bunnelby,5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/659.png
1 m,660,Diggersby,42.4 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/660.png
0.3 m,661,Fletchling,1.7 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/661.png
0.7 m,662,Fletchinder,16 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/662.png
1.2 m,663,Talonflame,24.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/663.png
0.3 m,664,Scatterbug,2.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/664.png
0.3 m,665,Spewpa,8.4 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/665.png
1.2 m,666,Vivillon,17 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/666.png
0.6 m,667,Litleo,13.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/667.png
1.5 m,668,Pyroar,81.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/668.png
0.1 m,669,Flabébé,0.1 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/669.png
0.2 m,670,Floette,0.9 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/670.png
1.1 m,671,Florges,10 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/671.png
0.9 m,672,Skiddo,31 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/672.png
1.7 m,673,Gogoat,91 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/673.png
0.6 m,674,Pancham,8 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/674.png
2.1 m,675,Pangoro,136 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/675.png
1.2 m,676,Furfrou,28 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/676.png
0.3 m,677,Espurr,3.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/677.png
0.6 m,678,Meowstic,8.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/678.png
0.8 m,679,Honedge,2 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/679.png
0.8 m,680,Doublade,4.5 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/680.png
1.7 m,681,Aegislash,53 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/681.png
0.2 m,682,Spritzee,0.5 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/682.png
0.8 m,683,Aromatisse,15.5 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/683.png
0.4 m,684,Swirlix,3.5 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/684.png
0.8 m,685,Slurpuff,5 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/685.png
0.4 m,686,Inkay,3.5 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/686.png
1.5 m,687,Malamar,47 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/687.png
0.5 m,688,Binacle,31 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/688.png
1.3 m,689,Barbaracle,96 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/689.png
0.5 m,690,Skrelp,7.3 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/690.png
1.8 m,691,Dragalge,81.5 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/691.png
0.5 m,692,Clauncher,8.3 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/692.png
1.3 m,693,Clawitzer,35.3 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/693.png
0.5 m,694,Helioptile,6 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/694.png
1 m,695,Heliolisk,21 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/695.png
0.8 m,696,Tyrunt,26 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/696.png
2.5 m,697,Tyrantrum,270 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/697.png
1.3 m,698,Amaura,25.2 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/698.png
2.7 m,699,Aurorus,225 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/699.png
1 m,700,Sylveon,23.5 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/700.png
0.8 m,701,Hawlucha,21.5 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/701.png
0.2 m,702,Dedenne,2.2 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/702.png
0.3 m,703,Carbink,5.7 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/703.png
0.3 m,704,Goomy,2.8 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/704.png
0.8 m,705,Sliggoo,17.5 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/705.png
2 m,706,Goodra,150.5 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/706.png
0.2 m,707,Klefki,3 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/707.png
0.4 m,708,Phantump,7 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/708.png
1.5 m,709,Trevenant,71 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/709.png
0.4 m,710,Pumpkaboo,5 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/710.png
0.9 m,711,Gourgeist,12.5 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/711.png
1 m,712,Bergmite,99.5 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/712.png
2 m,713,Avalugg,505 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/713.png
0.5 m,714,Noibat,8 kg,Flying,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/714.png
1.5 m,715,Noivern,85 kg,Flying,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/715.png
3 m,716,Xerneas,215 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/716.png
5.8 m,717,Yveltal,203 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/717.png
5 m,718,Zygarde,305 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/718.png
0.7 m,719,Diancie,8.8 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/719.png
0.5 m,720,Hoopa,9 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/720.png
1.7 m,721,Volcanion,195 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/721.png
0.3 m,722,Rowlet,1.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/722.png
0.7 m,723,Dartrix,16 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/723.png
1.6 m,724,Decidueye,36.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/724.png
0.4 m,725,Litten,4.3 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/725.png
0.7 m,726,Torracat,25 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/726.png
1.8 m,727,Incineroar,83 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/727.png
0.4 m,728,Popplio,7.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/728.png
0.6 m,729,Brionne,17.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/729.png
1.8 m,730,Primarina,44 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/730.png
0.3 m,731,Pikipek,1.2 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/731.png
0.6 m,732,Trumbeak,14.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/732.png
1.1 m,733,Toucannon,26 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/733.png
0.4 m,734,Yungoos,6 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/734.png
0.7 m,735,Gumshoos,14.2 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/735.png
0.4 m,736,Grubbin,4.4 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/736.png
0.5 m,737,Charjabug,10.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/737.png
1.5 m,738,Vikavolt,45 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/738.png
0.6 m,739,Crabrawler,7 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/739.png
1.7 m,740,Crabominable,180 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/740.png
0.6 m,741,Oricorio,3.4 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/741.png
0.1 m,742,Cutiefly,0.2 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/742.png
0.2 m,743,Ribombee,0.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/743.png
0.5 m,744,Rockruff,9.2 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/744.png
0.8 m,745,Lycanroc,25 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/745.png
0.2 m,746,Wishiwashi,0.3 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/746.png
0.4 m,747,Mareanie,8 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/747.png
0.7 m,748,Toxapex,14.5 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/748.png
1 m,749,Mudbray,110 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/749.png
2.5 m,750,Mudsdale,920 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/750.png
0.3 m,751,Dewpider,4 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/751.png
1.8 m,752,Araquanid,82 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/752.png
0.3 m,753,Fomantis,1.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/753.png
0.9 m,754,Lurantis,18.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/754.png
0.2 m,755,Morelull,1.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/755.png
1 m,756,Shiinotic,11.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/756.png
0.6 m,757,Salandit,4.8 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/757.png
1.2 m,758,Salazzle,22.2 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/758.png
0.5 m,759,Stufful,6.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/759.png
2.1 m,760,Bewear,135 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/760.png
0.3 m,761,Bounsweet,3.2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/761.png
0.7 m,762,Steenee,8.2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/762.png
1.2 m,763,Tsareena,21.4 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/763.png
0.1 m,764,Comfey,0.3 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/764.png
1.5 m,765,Oranguru,76 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/765.png
2 m,766,Passimian,82.8 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/766.png
0.5 m,767,Wimpod,12 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/767.png
2 m,768,Golisopod,108 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/768.png
0.5 m,769,Sandygast,70 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/769.png
1.3 m,770,Palossand,250 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/770.png
0.3 m,771,Pyukumuku,1.2 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/771.png
1.9 m,772,Type: Null,120.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/772.png
2.3 m,773,Silvally,100.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/773.png
0.3 m,774,Minior,40 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/774.png
0.4 m,775,Komala,19.9 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/775.png
2 m,776,Turtonator,212 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/776.png
0.3 m,777,Togedemaru,3.3 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/777.png
0.2 m,778,Mimikyu,0.7 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/778.png
